ext_recipe_id,title,category,subcategory,description,num_ingredients,num_steps,directions_text
564,Blackberry Cheesecake Brownies,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"For these blackberry cheesecake brownies, a fruity, blackberry-swirled cheesecake layer sits atop a chewy chocolate brownie layer in this gorgeously tasty dessert. Plan ahead, as these need time to chill in the refrigerator.",6,7,"To make the blackberry sauce; Combine frozen blackberries, sugar, lemon juice, and lemon zest in a small saucepan set over medium-low heat. Cook, stirring often, until berries fall apart, 8 to 10 minutes. Remove mixture from heat, and pour into a fine mesh sieve set over a bowl. Use the back of a wooden spoon or spatula to press berry mixture through the sieve, extracting as much juice as possible. Discard seeds. Pour sauce back into saucepan and bring to a simmer over low heat.
Stir cornstarch and water together in a small bowl until thoroughly combined; stir cornstarch slurry into blackberry sauce and continue to cook, stirring constantly, until slightly thickened, 1 to 2 minutes. Remove from heat, and allow blackberry sauce to cool completely, about 20 minutes. The sauce can be refrigerated to speed up cooling.
Preheat the oven to 350 degrees F (175 degrees C). Line an 8x8-inch square pan with enough parchment paper to have overhang on all sides.
To make the brownie layer; Whisk melted butter, brown sugar, and salt together in a large bowl until thoroughly combined. Whisk in egg, egg yolk, and vanilla until thoroughly incorporated. Add in cocoa powder, flour, and baking soda and stir until just combined. Batter will be somewhat thick. Spread brownie batter into the prepared pan in a smooth, even layer.
To make the cheesecake layer: Beat cream cheese, white sugar, salt, and nutmeg together in a bowl with an electric mixer until smooth and creamy. Add in egg white, lemon juice, and vanilla and mix until thoroughly incorporated. Pour in heavy cream and mix until combined. Pour cheesecake layer over brownie layer and smooth into an even layer.
Place dollops of the cooled blackberry sauce over the cheesecake layer. Use a knife to swirl only the cheesecake layer and blackberry sauce together; taking care not to go into the brownie layer. Swirl as many or as few times as needed to get the desired marbled effect.
Bake in the preheated oven until the center of the bars are puffed and mostly set, 55 to 60 minutes. The edges will bake up taller than the center, and will begin to turn golden brown when they are done. Allow bars to cool to room temperature in the pan, then refrigerate for at least 4 hours to overnight. Cut into 16 bars before serving."
565,Cinnamon Roll Blondies,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"These cinnamon roll blondies are everything you love about cinnamon rolls, just in an easy-to-make, chewy, cookie bar form.",2,7,"Preheat the oven to 350 degrees F (175 degrees C). Line an 8x8-inch square pan with enough parchment paper to have overhang on all sides.
For filling: in a small bowl, mix brown sugar and cinnamon together until thoroughly combined. Set aside.
For blondies: Whisk melted butter, white sugar, brown sugar, vanilla, salt, and nutmeg until thoroughly combined. Add in egg and egg yolk and mix until thoroughly combined. Add in flour and baking soda and mix until just incorporated.
Spread half the batter into an even layer in the prepared pan (it will be a somewhat thin layer). Sprinkle cinnamon-sugar mixture evenly over the batter. Place dollops of remaining batter over the cinnamon-sugar layer, and carefully spread into an even layer to cover cinnamon-sugar completely.
Bake in the preheated oven until bars begin to pull away from the sides of the pan, are puffed in the middle, and golden brown on top, 25 to 30 minutes. Allow bars to cool completely in the pan.
For glaze: beat cream cheese, powdered sugar, vanilla and salt together with an electric mixer until completely smooth. Add in heavy cream and beat until smooth. If glaze is too thick, add more heavy cream a small amount at a time; if glaze is too thin, add more powdered sugar until desired consistency is reached.
Pour glaze onto cooled bars and spread into an even layer. Cut into 16 bars."
566,Cornmeal Cookies,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"These cornmeal cookies have a lovely, chewy texture, and delicious cornmeal flavor.",14,7,"Beat butter, brown sugar, and honey together on medium-high speed with an electric mixer for 5 minutes. Add in egg yolk, vanilla, salt, cinnamon, and nutmeg and mix for 1 minute. Add in flour, 3/4 cup cornmeal, baking powder, and baking soda and mix until just combined.
Mix 2 tablespoons white sugar and 1 tablespoon corn meal together in a small bowl.
Scoop out 2 tablespoons of the dough and roll into a ball. Roll dough ball into the sugar-corn meal mixture until thoroughly coated. Repeat with remaining cookie dough.
Chill dough balls in the refrigerator for 15 minutes.
Preheat the oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper.
Place dough balls 2 inches apart on the prepared baking sheets.
Bake in the preheated oven, one pan at a time, until cookies are crackled and begin to turn very light golden brown, 14 to 16 minutes. Cool cookies on baking sheets for 10 minutes before removing to a wire rack to cool completely."
567,3 Ingredient Ube Ice Cream,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"This 3 ingredient ube ice cream is super easy to make, absolutely delicious, and purple! I was thrilled when I discovered ube sweetened condensed milk at my local Filipino market, and this is the result.",3,3,"Pour heavy cream into a chilled bowl. Using a hand mixer, whip until soft peaks form, 3 to 4 minutes. Add ube sweetened condensed milk and continue whipping until stiff peaks form. Add ube flavoring and mix until just combined.
Pour into a freezer-safe container with a lid. Freeze overnight.
Before serving, let sit on counter for a few minutes to soften a bit."
568,State Fair Pickle Lemonade,Allrecipes Allstar Recipes,Allrecipes Allstars Drinks,"In this state fair pickle lemonade, sour dill pickles and tart lemons bring serious pucker to a summer favorite.",9,5,"Gather all ingredients.
Combine lemon wedges, chopped pickle spear, and sugar together in a deli container. Muddle firmly for 1 minute, or until the lemon rinds are broken down and juice is fully extracted. The mixture should be aromatic and syrupy.
Add ice, water, and pickle juice to the muddled mixture. Place lid on the container and shake well.
Insert a straw and enjoy directly from the container, or, strain the mixture through a mesh strainer for a smoother lemonade.
Garnish with a lemon slice and pickle spear. Enjoy!"
569,3-Ingredient Limoncello Spritz,Allrecipes Allstar Recipes,Allrecipes Allstars Drinks,"This 3-ingredient limoncello spritz cocktail is light and refreshing, the perfect cocktail for hot summer days on the patio with family and friends.",4,2,"Fill cocktail shaker with ice and add the lemoncello; cover and shake until the outside of shaker has frosted, about 30 seconds.
Pour into a cocktail glass or wine glass. Add lemon sparkling water. Top glass off with Prosecco and garnish with a lemon wedge."
570,Bramble (Cocktail),Allrecipes Allstar Recipes,Allrecipes Allstars Drinks,"The Bramble is a tart, refreshing gin cocktail that perfectly balances bright citrus with juicy berry flavors. Built on a foundation of London Dry Gin, it's shaken with fresh lemon juice and a touch of simple syrup, then crowned with a drizzle of crème de mûre (blackberry liqueur) for a beautiful layered effect. It's typically served over crushed ice and garnished with fresh blackberries and a slice of lemon.",8,2,"Add ice cubes, gin, lemon juice, and simple syrup to a cocktail shaker. Seal and shake vigorously until outside is frosted, 10 to 15 seconds.
Fill a rocks glass with crushed ice. Strain cocktail into glass, then gently pour crème de mûre over the top to create a layered effect. The crème de mûre will sink down to the bottom of the glass. Garnish with blackberries and a lemon slice."
571,Pickle Lemonade,Allrecipes Allstar Recipes,Allrecipes Allstars Drinks,Meet Pickle Lemonade: The Refreshing Drink That Everyone's Calling the Drink of the Summer,7,4,"Gather all ingredients.
Add lemon juice, pickle juice, and honey to a small pitcher or jar, and stir until well combined.
Fill a glass with ice cubes, and pour in pickle-lemon mixture. Top with lemon seltzer, and give it a stir. Taste, and adjust to your preference by adding more honey or more pickle juice, if necessary.
Garnish with lemon slices and a pickle spear, and enjoy."
572,Freddo Cappuccino,Allrecipes Allstar Recipes,Allrecipes Allstars Drinks,"Freddo cappuccino is a famous Greek iced coffee drink, enjoyed all over Greece, especially in summer. It takes just two ingredients and a couple of minutes to make, and is so refreshing.",3,4,"Gather all ingredients.
Make espresso. Stir in sugar until dissolved; set aside.
Froth milk with a handheld milk frother in a cup until foamy and doubled in volume, about 60 seconds.
Fill a serving glass with ice cubes. Pour over the espresso, then top with the foamed milk. Serve and enjoy with a straw."
573,Iced London Fog,Allrecipes Allstar Recipes,Allrecipes Allstars Drinks,"This iced London fog is a creamy Earl Grey tea iced latte with a hint of vanilla, as refreshing on a hot day as a cool mist.",4,2,"Bring water to a boil; remove from heat and add tea bag. Steep for 5 minutes, then remove tea bag.
Fill a tall glass with ice; pour in milk, then tea. Stir well. Sweeten with vanilla syrup to taste."
574,Frozen Peach Bellini,Allrecipes Allstar Recipes,Allrecipes Allstars Drinks,"These frozen peach bellinis taste heavenly on a hot day. For an extra bit of 'oomph', add a splash of bourbon to the peach mixture.",6,3,"Place frozen peaches, peach juice, lemon juice, and honey in the cup of a high speed blender; blend until smooth and combined, stopping to scrape down the sides of the cup as necessary. If mixture is too thick, add more peach juice as needed.
Pour into 5 or 6 champagne flutes, filling them each about 1/2 full.
Pour sparkling wine over peach mixture in each flute, filling them to just below the top. Carefully stir each bellini to combine. Garnish with a peach slice, if desired. Serve immediately."
575,Freddo Espresso,Allrecipes Allstar Recipes,Allrecipes Allstars Drinks,Freddo espresso is a delicious Greek-style iced coffee that is quick and easy to make at home.,3,3,"Gather all ingredients.
Pour espresso and sugar into a cocktail shaker. Add 4 ice cubes, cover, and shake until coffee is frothy and cold and ice has melted.
Fill a glass with ice and pour shaken coffee over ice."
